id,GenTauID,RecoTauID
9001,1,1
9010,10,11
9011,2,1
9020,11,11
9021,-13,-13
9030,-1,-1
9031,-13,-13
9040,10,-20
9041,1,-2
9050,-13,-13
9051,1,-11
9060,1,-2
9061,-13,-2
9070,-11,-2
9071,11,11
9080,-11,-11
9081,2,2
9090,1,1
9091,-13,-13
9100,1,-2
9101,1,-2
9110,-11,-11
9111,-11,-11
9120,1,-20
9121,-11,-2
9130,10,10
9131,-11,-11
9140,-13,-13
9141,-13,-13
9150,10,10
9151,1,1
9160,-11,-11
9161,-13,-13
9170,2,2
9171,1,1
9180,-13,-13
9181,2,2
9190,-11,-11
9191,2,2
9200,1,1
9201,0,0
9210,10,10
9211,1,-11
9220,1,1
9221,2,2
9230,10,-2
9231,-13,-13
9240,2,2
9241,1,1
9250,-11,-11
9251,-13,-13
9260,0,0
9261,3,0
9270,-13,-13
9271,0,0
9280,-13,-13
9281,0,11
9290,1,1
9291,-11,-11
9300,1,0
9301,10,-20
9310,1,-11
9311,-11,-11
9320,-11,-11
9321,-11,-11
9330,1,1
9331,-11,-11
9340,3,2
9341,1,1
9350,-13,-13
9351,0,0
9360,-11,-2
9361,-11,-2
9370,12,13
9371,2,2
9380,1,1
9381,10,-11
9390,10,-2
9391,-11,-11
9400,0,0
9401,-13,-2
9410,1,2
9411,-11,-2
9420,-11,-2
9421,1,1
9430,-11,-11
9431,-11,-11
9440,-11,-11
9441,1,1
9450,1,-2
9451,-13,-2
9460,0,0
9461,11,12
9470,1,1
9471,1,-11
9480,2,2
9481,-13,-13
9490,11,-1
9491,0,0
9500,-11,-11
9501,-13,-13
9510,1,0
9511,-13,-13
9520,1,1
9521,-11,-11
9530,2,-2
9531,-13,-13
9540,10,-20
9541,1,1
9550,-11,-2
9551,0,0
9560,0,0
9561,1,1
9570,10,10
9571,-13,-13
9580,-13,-13
9581,-11,-11
9590,-13,-13
9591,1,1
9600,-11,-11
9601,-11,-11
9610,-13,-13
9611,10,-11
9620,-13,-13
9621,1,1
9630,2,2
9631,1,1
9640,-13,-13
9641,1,1
9650,0,0
9651,-11,-11
9660,1,1
9661,-11,-11
9670,0,0
9671,1,-20
9680,1,1
9681,-11,-11
9690,-13,-13
9691,1,-2
9700,-11,-11
9701,0,-20
9710,-11,-2
9711,0,0
9720,10,10
9721,11,1
9730,2,2
9731,11,11
9740,1,-2
9741,2,-11
9750,10,-2
9751,10,-20
9760,1,-13
9761,-13,-13
9770,-13,-13
9771,0,0
9780,1,1
9781,-13,0
9790,0,0
9791,0,0
9800,11,11
9801,-11,-11
9810,-11,-11
9811,-13,-13
9820,-13,-13
9821,2,3
9830,-13,-13
9831,0,0
9840,2,2
9841,1,1
9850,10,10
9851,11,11
9860,1,-2
9861,-13,-13
9870,2,1
9871,2,-2
9880,0,0
9881,0,0
9890,-11,-11
9891,1,1
9900,10,-2
9901,2,-11
9910,2,1
9911,-11,-2
9920,2,2
9921,1,1
9930,1,1
9931,1,1
9940,-13,-13
9941,1,1
9950,2,1
9951,0,0
9960,10,-2
9961,-13,-13
9970,10,-11
9971,0,0
9980,-11,-11
9981,0,0
9990,2,-20
9991,-13,-13
10000,-13,-13
10001,10,-2
10010,1,1
10011,-13,-13
10020,2,2
10021,1,1
10030,-11,-11
10031,3,2
10040,-11,-11
10041,0,-11
10050,12,12
10051,10,-2
10060,11,-2
10061,-11,-11
10070,11,11
10071,1,1
10080,-13,0
10081,1,0
10090,1,1
10091,1,-2
10100,1,1
10101,-11,-11
10110,0,-2
10111,-11,-11
10120,-11,-11
10121,-13,-13
10130,-13,-13
10131,10,-13
10140,1,1
10141,-11,-11
10150,-13,-13
10151,11,-2
10160,10,10
10161,1,1
10170,0,0
10171,11,11
10180,-13,-13
10181,2,2
10190,-11,-11
10191,1,1
10200,1,-1
10201,-11,-11
10210,-13,-13
10211,0,0
10220,1,-2
10221,-11,-2
10230,-11,-11
10231,1,2
10240,10,-2
10241,-13,-13
10250,-11,2
10251,-13,-13
10260,0,-11
10261,-11,-11
10270,11,11
10271,2,2
10280,-13,-13
10281,1,1
10290,1,1
10291,-11,-11
10300,1,0
10301,0,-2
10310,-13,-13
10311,10,-2
10320,2,2
10321,-13,-13
10330,-13,0
10331,2,2
10340,1,1
10341,-13,-13
10350,-11,-2
10351,1,1
10360,2,-11
10361,10,0
10370,1,-20
10371,-11,-11
10380,1,-11
10381,1,1
10390,-13,-13
10391,11,10
10400,11,-2
10401,1,-11
10410,-13,-13
10411,10,-2
10420,1,1
10421,10,-2
10430,10,10
10431,0,0
10440,-11,-11
10441,3,-2
10450,10,10
10451,2,3
10460,-11,-11
10461,1,1
10470,1,1
10471,1,-2
10480,2,2
10481,-13,-13
10490,-11,-11
10491,2,3
10500,11,12
10501,0,0
10510,11,-2
10511,2,2
10520,0,-2
10521,-13,-13
10530,10,10
10531,2,1
10540,2,2
10541,0,0
10550,0,-20
10551,1,1
10560,2,-11
10561,1,3
10570,-11,-11
10571,0,-2
10580,-11,-11
10581,1,1
10590,-11,-11
10591,-11,-11
10600,-11,1
10601,11,11
10610,2,2
10611,0,-20
10620,-11,-2
10621,0,0
10630,1,2
10631,1,1
10640,3,2
10641,-11,-2
10650,10,-2
10651,-11,-11
10660,-11,-11
10661,-13,-13
10670,10,-2
10671,0,0
10680,1,-2
10681,1,2
10690,-11,-11
10691,10,-2
10700,10,10
10701,1,1
10710,-13,-13
10711,-11,-11
10720,1,1
10721,1,1
10730,0,0
10731,0,0
10740,1,2
10741,-11,-11
10750,0,0
10751,-13,-2
10760,10,-2
10761,-13,-13
10770,10,10
10771,10,10
10780,-11,-11
10781,1,1
10790,1,2
10791,1,1
10800,1,1
10801,-11,-11
10810,1,2
10811,-11,-11
10820,-11,-11
10821,1,1
10830,-11,-11
10831,1,1
10840,0,-2
10841,2,2
10850,2,2
10851,-13,-13
10860,1,1
10861,1,1
10870,11,11
10871,1,1
10880,-11,-11
10881,-13,-13
10890,-13,-13
10891,-11,-11
10900,2,-11
10901,0,2
10910,0,-2
10911,1,0
10920,-13,0
10921,1,1
10930,-11,-11
10931,11,-2
10940,11,11
10941,-13,-13
10950,11,-11
10951,1,1
10960,-13,-13
10961,2,2
10970,10,-2
10971,-13,-13
10980,0,1
10981,-11,-11
10990,-13,-13
10991,1,1
11000,-11,-11
11001,-11,-11
11010,10,1
11011,-13,-13
11020,0,0
11021,-13,-13
11030,-13,-2
11031,2,2
11040,10,10
11041,10,10
11050,-11,-2
11051,0,0
11060,1,-11
11061,0,0
11070,10,-2
11071,-11,-11
11080,-11,-11
11081,-13,-13
11090,-13,-13
11091,2,-2
11100,1,1
11101,-11,-11
11110,-11,-11
11111,-13,-13
11120,-13,-13
11121,-13,-13
11130,-13,-13
11131,-11,-11
11140,-11,-11
11141,1,1
11150,2,-11
11151,-11,-11
11160,10,10
11161,-13,-13
11170,-11,-11
11171,2,2
11180,10,-2
11181,11,11
11190,0,0
11191,1,1
11200,2,2
11201,1,1
11210,2,1
11211,-11,-11
11220,0,0
11221,-11,-11
11230,1,1
11231,-13,-13
11240,10,10
11241,1,1
11250,-11,-11
11251,2,2
11260,2,2
11261,1,1
11270,2,2
11271,2,-2
11280,0,0
11281,1,1
11290,1,1
11291,-11,-11
11300,10,10
11301,1,-11
11310,1,1
11311,-13,-13
11320,1,1
11321,0,0
11330,-13,-13
11331,1,-13
11340,0,1
11341,1,1
11350,1,1
11351,-13,-13
11360,-13,-13
11361,0,0
11370,1,-11
11371,-13,-13
11380,2,2
11381,1,1
11390,10,-11
11391,-11,-11
11400,2,2
11401,-11,-11
11410,0,0
11411,-11,-11
11420,10,10
11421,-13,-13
11430,-11,-11
11431,10,-2
11440,-11,-11
11441,1,2
11450,1,1
11451,-11,-11
11460,1,1
11461,10,0
11470,2,2
11471,1,-20
11480,-11,-11
11481,-13,-13
11490,2,2
11491,-11,-11
11500,0,-20
11501,0,0
11510,1,-2
11511,1,-11
11520,-11,-11
11521,-13,-13
11530,1,-2
11531,-11,-2
11540,1,-2
11541,-11,-11
11550,-13,-13
11551,0,0
11560,2,2
11561,-13,-13
11570,0,0
11571,-13,-13
11580,1,1
11581,-13,-13
11590,0,0
11591,-13,-2
11600,10,-2
11601,1,1
11610,1,1
11611,10,10
11620,1,-11
11621,3,3
11630,-11,-2
11631,10,-2
11640,-13,-13
11641,0,0
11650,-13,0
11651,3,3
11660,-13,-13
11661,-11,-11
11670,-11,-11
11671,-13,-13
11680,1,1
11681,1,-2
11690,1,1
11691,1,1
11700,1,1
11701,0,-2
11710,2,2
11711,1,2
11720,2,2
11721,-13,-13
11730,0,1
11731,-13,-13
11740,0,0
11741,2,-2
11750,10,10
11751,0,1
11760,-11,-11
11761,2,-2
11770,-11,-11
11771,0,0
11780,-11,-11
11781,-11,-11
11790,-11,-11
11791,-11,-11
11800,10,10
11801,0,0
11810,0,0
11811,-11,-11
11820,0,0
11821,1,1
11830,1,1
11831,1,1
11840,-11,-11
11841,-13,0
11850,1,1
11851,1,1
11860,0,0
11861,0,0
11870,2,2
11871,0,0
11880,-11,-2
11881,11,-13
11890,1,1
11891,1,1
11900,1,1
11901,0,0
11910,10,12
11911,1,2
11920,1,1
11921,-13,-13
11930,10,10
11931,0,0
11940,-11,-11
11941,1,1
11950,0,0
11951,1,1
11960,1,1
11961,10,-2
11970,-13,-13
11971,0,0
11980,10,10
11981,-13,-13
11990,0,2
11991,2,2
12000,2,3
12001,-13,-2
12010,-13,-13
12011,1,-20
12020,2,2
12021,0,0
12030,0,0
12031,-11,-2
12040,-13,-13
12041,1,1
12050,0,0
12051,1,1
12060,10,10
12061,1,1
12070,-11,-11
12071,10,-2
12080,-11,-11
12081,1,1
12090,1,1
12091,-11,-11
12100,0,-2
12101,1,-2
12110,-11,-11
12111,1,-11
12120,10,10
12121,1,1
12130,-11,-11
12131,2,2
12140,11,11
12141,10,10
12150,1,1
12151,1,-2
12160,2,2
12161,1,1
12170,1,1
12171,2,-2
12180,-13,-13
12181,10,10
12190,-11,-11
12191,-11,-11
12200,11,11
12201,1,1
12210,-11,-11
12211,-11,-11
12220,1,1
12221,1,1
12230,10,-2
12231,1,1
12240,-11,-11
12241,1,1
12250,11,-2
12251,-13,-13
12260,0,0
12261,1,1
12270,1,1
12271,1,1
12280,0,0
12281,-13,-13
12290,1,1
12291,-13,-13
12300,-13,-13
12301,10,-11
12310,0,0
12311,11,11
12320,1,1
12321,1,1
12330,10,-11
12331,-11,-11
12340,-11,-11
12341,11,-2
12350,-13,-13
12351,0,-20
12360,-11,-11
12361,-11,-11
12370,1,1
12371,10,10
12380,1,-20
12381,10,10
12390,-13,-13
12391,-11,-11
12400,1,2
12401,-11,-11
12410,1,1
12411,1,-2
12420,1,1
12421,1,2
12430,11,11
12431,-13,-13
12440,2,2
12441,1,1
12450,-13,-13
12451,-13,-13
12460,-11,-11
12461,-11,-11
12470,10,-2
12471,-13,-13
12480,1,-2
12481,0,1
12490,0,0
12491,-13,-13
12500,-11,-11
12501,-13,-13
12510,10,10
12511,10,11
12520,10,-2
12521,3,2
12530,10,10
12531,-11,0
12540,-11,-11
12541,0,0
12550,10,-2
12551,2,-2
12560,-11,-11
12561,2,1
12570,2,2
12571,1,1
12580,0,-2
12581,1,1
12590,-11,0
12591,10,10
12600,-11,-11
12601,-13,-13
12610,2,2
12611,-13,-13
12620,-13,-13
12621,-11,-2
12630,0,0
12631,1,1
12640,2,2
12641,0,3
12650,0,-11
12651,-13,-13
12660,1,1
12661,10,-13
12670,1,1
12671,-13,-13
12680,-13,-13
12681,-11,-2
12690,1,1
12691,2,2
12700,0,0
12701,1,1
12710,10,10
12711,-11,-11
12720,11,-20
12721,0,-2
12730,10,-20
12731,-13,-13
12740,1,1
12741,1,1
12750,-13,-13
12751,-13,0
12760,-11,-2
12761,1,1
12770,-11,-11
12771,10,10
12780,-11,-11
12781,10,10
12790,1,1
12791,-13,-13
12800,10,-2
12801,1,1
12810,-13,-13
12811,-11,-11
12820,-13,-13
12821,0,0
12830,1,-20
12831,-11,-11
12840,1,1
12841,1,1
12850,11,-2
12851,0,0
12860,2,2
12861,11,-2
12870,-11,-11
12871,0,0
12880,1,1
12881,-13,0
12890,-13,-13
12891,1,1
12900,-13,-13
12901,12,-11
12910,10,10
12911,-13,-13
12920,0,0
12921,0,0
12930,0,0
12931,-11,-11
12940,1,2
12941,-13,-13
12950,1,2
12951,-11,-11
12960,1,1
12961,-11,-11
12970,10,11
12971,1,1
12980,1,1
12981,0,0
12990,1,1
12991,-13,-13
13000,0,-20
13001,-11,-11
13010,1,1
13011,-11,-11
13020,1,1
13021,10,10
13030,-11,-11
13031,2,3
13040,1,2
13041,1,1
13050,11,11
13051,-13,-13
13060,-11,1
13061,-11,-2
13070,-13,-13
13071,2,2
13080,-13,-13
13081,-13,-13
13090,-13,-13
13091,10,12
13100,1,2
13101,1,2
13110,-11,-11
13111,2,2
13120,1,1
13121,11,-2
13130,1,1
13131,-13,-13
13140,0,0
13141,-11,-11
13150,-13,-13
13151,-11,-11
13160,10,10
13161,-11,-11
13170,-11,-11
13171,-11,-11
13180,0,-2
13181,1,1
13190,1,2
13191,-13,-13
13200,-13,-13
13201,1,1
13210,1,1
13211,0,-13
13220,0,0
13221,0,-13
13230,0,-2
13231,-11,-11
13240,1,1
13241,-13,-13
13250,-13,-13
13251,1,-2
13260,-13,-13
13261,1,1
13270,1,-2
13271,2,-2
13280,10,-2
13281,-13,-2
13290,10,10
13291,10,10
13300,2,2
13301,-11,-11
13310,10,-2
13311,2,2
13320,1,-20
13321,0,0
13330,2,2
13331,10,-20
13340,1,3
13341,1,1
13350,-11,-11
13351,-13,-13
13360,0,0
13361,1,-11
13370,-11,-11
13371,2,2
13380,10,-2
13381,1,1
13390,-11,-11
13391,-13,-13
13400,-13,0
13401,1,-20
13410,1,1
13411,1,1
13420,-11,-11
13421,11,1
13430,-11,-11
13431,1,1
13440,0,0
13441,-11,1
13450,-13,-13
13451,0,0
13460,-13,-13
13461,1,-2
13470,2,3
13471,10,-13
13480,10,0
13481,2,-1
13490,-13,0
13491,0,0
13500,0,0
13501,2,2
13510,-11,-11
13511,0,0
13520,11,-20
13521,-11,-11
13530,-11,-11
13531,0,0
13540,1,1
13541,-11,-11
13550,2,-2
13551,-13,-13
13560,1,1
13561,1,1
13570,3,3
13571,1,1
13580,2,2
13581,2,2
13590,-13,-13
13591,-11,-11
13600,-13,-13
13601,-11,-11
13610,-13,-13
13611,1,1
13620,2,2
13621,1,1
13630,11,1
13631,-11,-11
13640,2,-11
13641,2,2
13650,1,-2
13651,1,-20
13660,-13,-13
13661,10,10
13670,1,-2
13671,-11,-2
13680,1,1
13681,-11,-11
13690,-13,-13
13691,2,1
13700,0,-2
13701,-11,-11
13710,-13,-13
13711,1,1
13720,12,-2
13721,1,1
13730,-11,-11
13731,2,-11
13740,-11,-2
13741,-13,-13
13750,1,1
13751,2,3
13760,-11,-11
13761,1,-2
13770,1,1
13771,-11,-11
13780,-11,-11
13781,1,1
13790,10,-11
13791,-11,-11
13800,1,1
13801,1,1
13810,-13,-13
13811,10,-1
13820,3,3
13821,1,1
13830,2,2
13831,0,0
13840,10,-20
13841,10,-2
13850,1,2
13851,2,2
13860,1,1
13861,10,-20
13870,10,10
13871,11,-20
13880,-11,-11
13881,2,2
13890,10,10
13891,2,2
13900,11,11
13901,3,13
13910,0,0
13911,2,2
13920,1,1
13921,10,10
13930,0,0
13931,10,11
13940,10,-2
13941,1,-2
13950,-13,-13
13951,-13,0
13960,-13,-13
13961,-11,-2
13970,0,0
13971,1,1
13980,1,1
13981,1,1
13990,1,1
13991,2,2
14000,-13,-13
14001,-11,-11
14010,1,1
14011,-11,-11
14020,2,2
14021,1,-2
14030,-11,2
14031,-13,-13
14040,10,10
14041,-13,-13
14050,-11,-11
14051,1,1
14060,-11,-2
14061,11,-2
14070,-13,-13
14071,2,2
14080,10,10
14081,11,12
14090,-11,-11
14091,0,0
14100,1,1
14101,1,-20
14110,-11,-11
14111,-11,-11
14120,1,2
14121,11,-2
14130,10,-2
14131,1,-20
14140,1,-11
14141,1,-20
14150,-13,-13
14151,1,2
14160,1,1
14161,2,-20
14170,0,-1
14171,-11,-11
14180,-13,-13
14181,-11,-11
14190,-11,-2
14191,2,2
14200,1,1
14201,1,2
14210,2,-11
14211,-11,-2
14220,1,3
14221,1,1
14230,1,1
14231,11,-11
14240,2,2
14241,-11,1
14250,-13,-13
14251,1,2
14260,11,-2
14261,-11,-11
14270,1,2
14271,1,1
14280,1,1
14281,1,11
14290,1,0
14291,2,2
14300,0,0
14301,-11,-11
14310,1,1
14311,0,-20
14320,1,1
14321,-13,-13
14330,1,1
14331,0,-2
14340,2,4
14341,10,10
14350,2,2
14351,1,1
14360,-11,-11
14361,0,0
14370,1,1
14371,-11,-11
14380,1,1
14381,1,2
14390,11,-2
14391,11,-1
14400,1,2
14401,1,1
14410,0,0
14411,1,1
14420,10,11
14421,10,-2
14430,1,1
14431,0,0
14440,-13,-13
14441,-13,-13
14450,-13,-13
14451,-13,-13
14460,1,1
14461,1,1
14470,2,2
14471,1,1
14480,-13,-13
14481,-13,-13
14490,-11,-11
14491,1,1
14500,0,-20
14501,0,0
14510,2,2
14511,1,1
14520,10,-2
14521,10,10
14530,10,-2
14531,-11,-11
14540,10,10
14541,11,-20
14550,0,0
14551,1,1
14560,-11,-11
14561,-13,-2
14570,0,0
14571,1,1
14580,1,1
14581,2,3
14590,0,0
14591,11,11
14600,1,1
14601,-13,-13
14610,10,10
14611,10,10
14620,-13,-13
14621,3,3
14630,-13,-13
14631,0,0
14640,-11,-11
14641,-13,-13
14650,-11,-11
14651,2,2
14660,10,-1
14661,10,10
14670,3,3
14671,1,1
14680,-11,-11
14681,-13,-13
14690,1,1
14691,1,-2
14700,1,1
14701,10,10
14710,-11,-11
14711,1,1
14720,1,1
14721,12,-2
14730,10,-20
14731,-11,-11
14740,-13,-13
14741,1,-13
14750,10,-2
14751,11,-2
14760,1,2
14761,-13,-13
14770,-11,-11
14771,1,2
14780,-11,-11
14781,10,1
14790,0,0
14791,1,1
14800,11,-2
14801,-11,-11
14810,-13,-13
14811,1,-11
14820,-11,-11
14821,2,2
14830,2,3
14831,1,2
14840,-13,-13
14841,2,2
14850,1,-20
14851,0,0
14860,0,-2
14861,1,-2
14870,11,11
14871,11,11
14880,1,1
14881,1,2
14890,0,0
14891,1,1
14900,2,-2
14901,0,2
14910,-11,-2
14911,0,0
14920,-13,-2
14921,-11,2
14930,-13,-13
14931,11,12
14940,0,0
14941,1,1
14950,0,0
14951,0,0
14960,-11,-11
14961,0,0
14970,-11,-2
14971,1,1
14980,-13,-13
14981,2,1
14990,0,1
14991,-11,-11
15000,-11,-11
15001,1,-2
15010,11,12
15011,-11,-11
15020,1,1
15021,-13,-2
15030,-11,-11
15031,1,-2
15040,1,1
15041,1,-2
15050,1,1
15051,2,1
15060,1,1
15061,-13,0
15070,-13,-13
15071,1,1
15080,10,10
15081,-13,-13
15090,0,0
15091,0,0
15100,-13,-13
15101,2,1
15110,1,-20
15111,-13,-13
15120,10,-11
15121,-11,-11
15130,1,1
15131,-13,-13
15140,-11,-11
15141,2,2
15150,0,1
15151,1,1
15160,-13,-13
15161,-13,-13
15170,-11,-11
15171,0,0
15180,0,0
15181,-13,-13
15190,11,-11
15191,2,2
15200,11,11
15201,2,1
15210,11,-11
15211,2,2
15220,-11,-11
15221,-13,-13
15230,1,1
15231,-13,-13
15240,1,1
15241,0,0
15250,-11,-11
15251,-11,-11
15260,-13,-13
15261,-11,-11
15270,2,2
15271,-11,-11
15280,1,-2
15281,11,-2
15290,-13,0
15291,-13,-13
15300,1,1
15301,1,2
15310,10,10
15311,-13,-13
15320,-11,-11
15321,-11,-11
15330,1,-11
15331,1,1
15340,1,1
15341,-13,-13
15350,-11,-11
15351,0,0
15360,-11,-11
15361,0,0
15370,0,-11
15371,0,1
15380,-13,-13
15381,-11,-11
15390,-13,-13
15391,1,-2
15400,0,0
15401,10,10
15410,2,2
15411,11,11
15420,-13,0
15421,-11,-11
15430,10,10
15431,-11,-2
15440,0,0
15441,2,2
15450,-13,-13
15451,0,3
15460,0,0
15461,-11,-2
15470,-13,-13
15471,2,3
15480,10,-2
15481,11,12
15490,0,0
15491,-11,-11
15500,10,10
15501,-13,0
15510,0,-2
15511,1,1
15520,1,1
15521,1,1
15530,2,-11
15531,-11,-2
15540,-13,-13
15541,-11,-11
15550,-13,-13
15551,-13,-13
15560,11,-2
15561,1,1
15570,0,0
15571,1,1
15580,1,1
15581,2,2
15590,2,1
15591,0,-2
15600,1,1
15601,10,-2
15610,-11,-11
15611,1,1
15620,10,-11
15621,1,1
15630,-11,-11
15631,1,1
15640,-11,-11
15641,2,1
15650,-11,-11
15651,10,10
15660,1,-11
15661,1,1
15670,-11,-11
15671,-11,-11
15680,1,-11
15681,-11,-11
15690,10,10
15691,0,1
15700,1,1
15701,1,2
15710,1,1
15711,1,1
15720,2,3
15721,-11,-11
15730,-11,-11
15731,0,0
15740,10,-2
15741,-11,-11
15750,10,10
15751,1,1
15760,0,0
15761,1,1
15770,2,-2
15771,-11,-2
15780,-11,-11
15781,-13,-13
15790,-13,-13
15791,10,-1
15800,-13,-2
15801,-13,-13
15810,-11,-11
15811,2,2
15820,2,-20
15821,1,1
15830,1,1
15831,1,1
15840,-13,-13
15841,-11,-11
15850,-11,-2
15851,-11,-11
15860,1,1
15861,-13,0
15870,10,10
15871,1,-2
15880,-13,-13
15881,-13,-13
15890,-11,-11
15891,2,2
15900,1,1
15901,-11,-11
15910,-11,-11
15911,1,1
15920,1,2
15921,1,-2
15930,1,1
15931,2,2
15940,1,1
15941,-11,-11
15950,0,0
15951,1,1
15960,10,11
15961,1,-20
15970,1,1
15971,0,0
15980,-13,-13
15981,1,1
15990,0,-20
15991,-13,-13
16000,2,-2
16001,1,-11
16010,0,0
16011,1,0
16020,1,1
16021,-13,-13
16030,-13,-13
16031,10,-2
16040,-11,-11
16041,10,10
16050,1,1
16051,-13,-13
16060,0,0
16061,1,1
16070,1,1
16071,-11,-11
16080,-13,-13
16081,1,2
16090,-11,-11
16091,0,0
16100,11,-2
16101,2,2
16110,-11,-11
16111,10,-20
16120,10,11
16121,10,10
16130,-11,-11
16131,2,3
16140,1,1
16141,-13,-13
16150,2,2
16151,-11,-11
16160,-11,-11
16161,0,0
16170,10,10
16171,1,1
16180,0,0
16181,1,-2
16190,1,2
16191,1,-2
16200,-11,-11
16201,-13,-13
16210,1,1
16211,1,1
16220,1,1
16221,-13,-13
16230,12,-2
16231,10,10
16240,2,-11
16241,-11,-11
16250,-11,-11
16251,-13,-13
16260,0,0
16261,10,10
16270,10,10
16271,1,-2
16280,10,-20
16281,-11,-11
16290,1,-11
16291,1,-11
16300,1,2
16301,-13,-13
16310,-13,-13
16311,1,1
16320,1,2
16321,2,2
16330,-13,-2
16331,2,-2
16340,10,-2
16341,-11,-2
16350,1,1
16351,-11,-11
16360,2,2
16361,1,2
16370,0,-2
16371,1,1
16380,10,-2
16381,2,-13
16390,1,1
16391,2,2
16400,-13,-13
16401,0,1
16410,0,0
16411,-11,-11
16420,1,-2
16421,0,0
16430,2,2
16431,-11,-11
16440,0,0
16441,0,0
16450,-13,-13
16451,-11,-11
16460,10,10
16461,1,1
16470,2,1
16471,1,-2
16480,2,-2
16481,1,-2
16490,1,-20
16491,-13,-13
16500,-11,1
16501,1,1
16510,1,1
16511,0,0
16520,1,-2
16521,-11,-11
16530,-13,-2
16531,-11,-11
16540,2,3
16541,10,-2
16550,10,10
16551,1,2
16560,1,1
16561,10,10
16570,-11,-11
16571,1,1
16580,10,-11
16581,-11,-11
16590,1,-2
16591,-13,-2
16600,2,-11
16601,10,-1
16610,10,10
16611,11,-2
16620,-11,-11
16621,1,1
16630,-11,-11
16631,10,10
16640,1,1
16641,1,1
16650,-13,-13
16651,2,1
16660,-13,0
16661,-11,-11
16670,-13,-13
16671,-11,-2
16680,11,11
16681,1,-2
16690,-11,-11
16691,0,-2
16700,-13,-13
16701,10,-11
16710,-13,-13
16711,2,2
16720,-13,-13
16721,1,1
16730,2,-2
16731,1,1
16740,-13,-13
16741,-13,-13
16750,1,-20
16751,-11,-11
16760,1,1
16761,-13,-13
16770,2,2
16771,0,0
16780,-11,-11
16781,1,1
16790,11,-13
16791,-13,-13
16800,2,2
16801,10,10
16810,2,2
16811,1,2
16820,1,1
16821,-11,-11
16830,1,1
16831,1,1
16840,1,1
16841,-13,-13
16850,11,-2
16851,1,1
16860,-11,-11
16861,-13,-13
16870,0,-2
16871,2,-2
16880,-11,-2
16881,1,1
16890,-13,-13
16891,-11,-11
16900,11,11
16901,-13,-13
16910,1,2
16911,-11,-2
16920,-11,-11
16921,-11,-11
16930,-11,-11
16931,2,2
16940,-13,-13
16941,-11,-11
16950,-11,-11
16951,1,1
16960,1,-2
16961,0,0
16970,-11,-11
16971,10,0
16980,-13,-2
16981,-13,-13
16990,0,0
16991,2,-11
17000,-13,-13
17001,2,-13
17010,0,-20
17011,-13,0
17020,1,13
17021,-13,-1
17030,11,11
17031,-11,-11
17040,-11,-11
17041,2,-11
17050,0,0
17051,-13,-13
17060,-11,-11
17061,2,2
17070,-11,-11
17071,1,1
17080,-11,-11
17081,1,1
17090,10,11
17091,-11,1
17100,-13,-13
17101,1,1
17110,1,1
17111,2,-2
17120,10,-2
17121,-13,-13
17130,1,1
17131,10,10
17140,1,1
17141,2,2
17150,1,-13
17151,-11,-2
17160,1,1
17161,-13,0
17170,-11,-11
17171,1,1
17180,1,1
17181,0,-20
17190,11,11
17191,-13,-2
17200,-11,-11
17201,1,1
17210,1,1
17211,-11,-11
17220,-13,-13
17221,2,2
17230,1,1
17231,1,1
17240,11,-20
17241,-11,-11
17250,-11,1
17251,0,0
17260,-11,-11
17261,10,10
17270,-11,-11
17271,-11,-2
17280,-11,-11
17281,-11,-11
17290,-13,-13
17291,3,3
17300,-13,-13
17301,-13,-2
17310,1,1
17311,1,1
17320,-13,-13
17321,-11,-11
17330,-11,-11
17331,-11,-11
17340,-11,-11
17341,1,1
17350,0,-20
17351,-13,-13
17360,-13,0
17361,-11,-11
17370,0,0
17371,-11,-2
17380,1,1
17381,1,1
17390,1,1
17391,1,-11
17400,11,12
17401,10,10
17410,0,0
17411,0,0
17420,-11,-2
17421,1,-2
17430,11,11
17431,-13,-13
17440,2,2
17441,0,-20
17450,-11,-11
17451,10,10
17460,-11,-11
17461,1,-2
17470,-13,0
17471,1,-11
17480,-11,-11
17481,-13,-13
17490,-11,-11
17491,0,0
17500,-13,-13
17501,-13,-13
17510,-13,-13
17511,0,0
17520,1,1
17521,2,2
17530,0,-2
17531,0,1
17540,3,3
17541,-11,-2
17550,1,1
17551,1,0
17560,-11,-11
17561,-13,-13
17570,1,2
17571,-13,0
17580,2,2
17581,2,1
17590,1,1
17591,1,1
17600,1,1
17601,1,1
17610,-11,-11
17611,1,1
17620,0,-2
17621,2,2
17630,1,2
17631,2,-13
17640,-13,-13
17641,-13,-13
17650,-13,-13
17651,1,1
17660,10,-2
17661,1,1
17670,0,1
17671,2,2
17680,1,1
17681,1,1
17690,2,-20
17691,-11,1
17700,1,-2
17701,1,-20
17710,10,10
17711,10,-2
17720,10,-2
17721,-13,0
17730,0,0
17731,1,-2
17740,11,-2
17741,1,1
17750,1,1
17751,0,0
17760,1,3
17761,1,1
17770,1,1
17771,1,1
17780,1,-2
17781,11,-2
17790,0,-11
17791,-11,-11
17800,1,1
17801,0,-20
17810,0,0
17811,-13,-13
17820,1,1
17821,-13,-13
17830,1,-2
17831,-13,-13
17840,0,0
17841,11,0
17850,-13,0
17851,1,1
17860,2,2
17861,-11,-11
17870,10,10
17871,-13,-13
17880,11,-11
17881,1,1
